week_,type_,show_title,season_title,weekly_hours_viewed,rating_,category_,prod_country_
2021-07-11,Films (Non-English),How I Became a Superhero,N/A,8820000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-07-11,Films (Non-English),The 8th Night,N/A,5960000,TV-14,"Horror Movies, International Movies, Thrillers",South Korea
2021-07-11,Films (Non-English),Silver Skates,N/A,3110000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-07-11,Films (Non-English),Rurouni Kenshin: The Final,N/A,2570000,TV-14,"Action & Adventure, International Movies",
2021-07-11,Films (Non-English),Dynasty Warriors,N/A,2420000,TV-14,"Action & Adventure, International Movies",
2021-07-11,Films (Non-English),Xtreme,N/A,1710000,TV-MA,"Action & Adventure, International Movies",Spain
2021-07-11,Films (Non-English),O Candidato Honesto,N/A,1280000,,,
2021-07-11,Films (Non-English),Last Summer,N/A,1270000,TV-MA,"Dramas, International Movies, Romantic Movies",
2021-07-11,TV (English),Sex/Life,Sex/Life: Season 1,69860000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-07-11,TV (English),Virgin River,Virgin River: Season 3,62580000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-07-11,TV (English),Too Hot to Handle,Too Hot to Handle: Season 2,33420000,TV-MA,"Reality TV, Romantic TV Shows",United States
2021-07-11,TV (English),Manifest,Manifest: Season 1,31940000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-07-11,TV (English),Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,21870000,TV-Y7,"Anime Series, Kids' TV, TV Action & Adventure",United States
2021-07-11,TV (English),Atypical,Atypical: Season 4,20620000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-07-11,TV (English),Lucifer,Lucifer: Season 5,13440000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-07-11,TV (English),Sweet Tooth,Sweet Tooth: Season 1,13100000,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-07-11,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",24990000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-07-11,TV (Non-English),Elite,Elite: Season 4,21780000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
2021-07-11,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,16960000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-07-11,TV (Non-English),The War Next-door,The War Next-door: Season 1,13970000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",
2021-07-11,TV (Non-English),Lupin,Lupin: Part 2,13150000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","France, United States"
2021-07-11,TV (Non-English),Elize Matsunaga: Once Upon a Crime,Elize Matsunaga: Once Upon a Crime: Season 1,11700000,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",
2021-07-11,TV (Non-English),The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,10110000,TV-14,"Anime Series, International TV Shows",Japan
2021-07-11,TV (Non-English),Young Royals,Young Royals: Season 1,9820000,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Sweden
2021-07-11,TV (Non-English),Carrossel,N/A,9790000,G,Children & Family,Brazil
2021-07-11,TV (Non-English),Somos.,Somos.: Season 1,9420000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico
2021-07-04,Films (English),Fatherhood,N/A,25680000,PG-13,Dramas,United States
2021-07-04,Films (English),Fear Street Part 1: 1994,N/A,16620000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-04,Films (English),Wish Dragon,N/A,15260000,PG,"Children & Family Movies, Comedies","China, United States, Canada"
2021-07-04,Films (English),The Ice Road,N/A,13690000,PG-13,Action & Adventure,"United States, Canada"
2021-07-04,Films (English),Good on Paper,N/A,10580000,TV-MA,"Comedies, Romantic Movies",United States
2021-07-04,Films (English),Kung Fu Panda 3,N/A,7690000,PG,"Children & Family Movies, Comedies",United States
2021-07-04,Films (English),Warcraft,N/A,7650000,TV-MA,Sci-Fi & Fantasy,United States
2021-07-04,Films (English),Fatale,N/A,6460000,R,Thrillers,United States
2021-07-04,Films (English),Skylines,N/A,6130000,R,Action & Adventure,"United Kingdom, United States"
2021-07-04,Films (English),The Mitchells vs. The Machines,N/A,4890000,PG,"Children & Family Movies, Comedies",United States
2021-07-04,Films (Non-English),Silver Skates,N/A,7390000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-07-04,Films (Non-English),Haseen Dillruba,N/A,7370000,TV-MA,"International Movies, Romantic Movies, Thrillers",India
2021-07-04,Films (Non-English),Rurouni Kenshin: The Final,N/A,5340000,TV-14,"Action & Adventure, International Movies",
2021-07-04,Films (Non-English),The 8th Night,N/A,4480000,TV-14,"Horror Movies, International Movies, Thrillers",South Korea
2021-07-04,Films (Non-English),Dynasty Warriors,N/A,4100000,TV-14,"Action & Adventure, International Movies",
2021-07-04,Films (Non-English),Security,N/A,2950000,TV-MA,"Dramas, International Movies, Thrillers",Italy
2021-07-04,Films (Non-English),Murder by the Coast,N/A,2690000,TV-14,"Documentaries, International Movies",
2021-07-04,Films (Non-English),Xtreme,N/A,2650000,TV-MA,"Action & Adventure, International Movies",Spain
2021-07-04,Films (Non-English),Rurouni Kenshin: Origins,N/A,2150000,TV-MA,Action & Adventure,Japan
2021-07-04,Films (Non-English),Prime Time,N/A,2080000,TV-MA,"Dramas, International Movies, Thrillers",
2021-07-04,TV (English),Sex/Life,Sex/Life: Season 1,86730000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-07-04,TV (English),Too Hot to Handle,Too Hot to Handle: Season 2,62150000,TV-MA,"Reality TV, Romantic TV Shows",United States
2021-07-04,TV (English),Manifest,Manifest: Season 1,36330000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-07-04,TV (English),Sweet Tooth,Sweet Tooth: Season 1,21350000,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-07-04,TV (English),Lucifer,Lucifer: Season 5,16890000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-07-04,TV (English),Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,15350000,TV-Y7,"Anime Series, Kids' TV, TV Action & Adventure",United States
2021-07-04,TV (English),Sophie: A Murder in West Cork,Sophie: A Murder in West Cork: Limited Series,12800000,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",United Kingdom
2021-07-04,TV (English),CoComelon,CoComelon: Season 3,11430000,TV-Y,Kids' TV,United States
2021-07-04,TV (Non-English),Elite,Elite: Season 4,38720000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
2021-07-04,TV (Non-English),The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,33240000,TV-14,"Anime Series, International TV Shows",Japan
2021-07-04,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",28270000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-07-04,TV (Non-English),Lupin,Lupin: Part 2,20970000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","France, United States"
2021-07-04,TV (Non-English),Somos.,Somos.: Season 1,11510000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico
2021-07-04,TV (Non-English),Katla,Katla: Season 1,9190000,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Iceland
2021-07-04,TV (Non-English),Record of Ragnarok,Record of Ragnarok: Season 1,9140000,TV-MA,"Anime Series, International TV Shows",
