week_,type_,show_title,season_title,weekly_hours_viewed,rating_,category_,prod_country_
2021-11-28,Films (English),A Boy Called Christmas,N/A,26820000,G,Fantasy,United States
2021-11-28,Films (English),A Castle For Christmas,N/A,20870000,,,
2021-11-28,Films (English),The Princess Switch 3: Romancing the Star,N/A,16250000,,,
2021-11-28,Films (English),The Croods,N/A,15860000,PG,"Children & Family Movies, Comedies",United States
2021-11-28,Films (English),Jack Reacher: Never Go Back,N/A,14670000,,,
2021-11-28,Films (English),Extinct,N/A,13320000,,,
2021-11-28,Films (English),Central Intelligence,N/A,10520000,,,
2021-11-28,Films (English),Love Hard,N/A,9780000,TV-MA,Romantic Comedies,United States
2021-11-28,Films (Non-English),Spoiled Brats,N/A,15830000,,,
2021-11-28,Films (Non-English),Outlaws,N/A,8730000,,,
2021-11-28,Films (Non-English),Just Short of Perfect,N/A,8210000,,,
2021-11-28,Films (Non-English),Love Me Instead,N/A,5880000,,,
2021-11-28,Films (Non-English),Dhamaka,N/A,4820000,,,
2021-11-28,Films (Non-English),Earwig and the Witch,N/A,3720000,,,
2021-11-28,Films (Non-English),Prayers for the Stolen,N/A,2780000,,,
2021-11-28,Films (Non-English),Yara,N/A,2640000,,,
2021-11-28,Films (Non-English),The Claus Family,N/A,2500000,,,
2021-11-28,Films (Non-English),Sinkhole,N/A,2260000,,,
2021-11-28,TV (English),True Story,True Story: Limited Series,48850000,TV-PG,Crime TV Shows,United States
2021-11-28,TV (English),Cowboy Bebop,Cowboy Bebop: Season 1,36950000,TV-PG,"Anime, Drama",Japan
2021-11-28,TV (English),Selling Sunset,Selling Sunset: Season 4,33080000,TV-MA,Reality TV,United States
2021-11-28,TV (English),Arcane,Arcane: Season 1,29660000,TV-14,Action & Adventure,United States
2021-11-28,TV (English),Maid,Maid: Limited Series,20490000,TV-PG,Drama,United States
2021-11-28,TV (English),Narcos: Mexico,Narcos: Mexico: Season 3,17430000,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas","Mexico, United States"
2021-11-28,TV (English),You,You: Season 3,17070000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-11-28,TV (English),Tiger King,Tiger King 2,16430000,TV-MA,"Documentaries, Crime TV Show, True Crime",United States
2021-11-28,TV (English),CoComelon,CoComelon: Season 4,11050000,TV-Y,Kids' TV,United States
2021-11-28,TV (English),Dynasty,Dynasty: Season 4,10560000,TV-14,TV Dramas,United States
2021-11-28,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,69030000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-11-28,TV (Non-English),Hellbound,Hellbound: Season 1,67520000,TV-MA,Crime TV Shows,South Korea
2021-11-28,TV (Non-English),Squid Game,Squid Game: Season 1,25730000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-11-28,TV (Non-English),The King's Affection,The King's Affection: Season 1,15920000,PG-13,Romantic TV Show,South Korea
2021-11-28,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,13310000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-11-28,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,12410000,PG,Romantic TV Shows,Brazil
2021-11-28,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",8130000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-11-28,TV (Non-English),EDENS ZERO,EDENS ZERO: Season 1,7470000,TV-14,"Anime Series, International TV Shows",Japan
2021-11-28,TV (Non-English),Elves,Elves: Season 1,6660000,TV-PG,Horror,Denmark
2021-11-21,Films (English),Red Notice,N/A,129110000,PG-13,"Comedies, Action & Adventure",United States
2021-11-21,Films (English),The Princess Switch 3: Romancing the Star,N/A,24770000,,,
2021-11-21,Films (English),Love Hard,N/A,21240000,TV-MA,Romantic Comedies,United States
2021-11-21,Films (English),Central Intelligence,N/A,14910000,,,
2021-11-21,Films (English),The Harder They Fall,N/A,13770000,TV-MA,Action & Adventure,United States
2021-11-21,Films (English),The Croods,N/A,13440000,PG,"Children & Family Movies, Comedies",United States
2021-11-21,Films (English),Army of Thieves,N/A,12260000,TV-MA,"Comedies, Crime Movies",Germany
2021-11-21,Films (English),Trolls,N/A,10120000,,,
2021-11-21,Films (English),6 Underground,N/A,7770000,R,"Action & Adventure, Dramas",United States
2021-11-21,Films (English),Goosebumps 2: Haunted Halloween,N/A,7680000,PG,"Children & Family Movies, Comedies","United States, United Kingdom"
2021-11-21,Films (Non-English),Just Short of Perfect,N/A,9630000,,,
2021-11-21,Films (Non-English),7 Prisoners,N/A,9570000,,,
2021-11-21,Films (Non-English),Yara,N/A,5660000,,,
2021-11-21,Films (Non-English),Prayers for the Stolen,N/A,4700000,,,
2021-11-21,Films (Non-English),Dhamaka,N/A,4200000,,,
2021-11-21,Films (Non-English),Love Me Instead,N/A,3000000,,,
2021-11-21,Films (Non-English),The Claus Family,N/A,2420000,,,
2021-11-21,Films (Non-English),Earwig and the Witch,N/A,2100000,,,
2021-11-21,Films (Non-English),The Forgotten Battle,N/A,1940000,,,
2021-11-21,Films (Non-English),Meenakshi Sundareshwar,N/A,1900000,,,
2021-11-21,TV (English),Arcane,Arcane: Season 1,38420000,TV-14,Action & Adventure,United States
2021-11-21,TV (English),Tiger King,Tiger King 2,30030000,TV-MA,"Documentaries, Crime TV Show, True Crime",United States
2021-11-21,TV (English),Narcos: Mexico,Narcos: Mexico: Season 3,27540000,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas","Mexico, United States"
2021-11-21,TV (English),Maid,Maid: Limited Series,23920000,TV-PG,Drama,United States
2021-11-21,TV (English),You,You: Season 3,23460000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-11-21,TV (English),Cowboy Bebop,Cowboy Bebop: Season 1,21630000,TV-PG,"Anime, Drama",Japan
2021-11-21,TV (English),Dynasty,Dynasty: Season 4,15060000,TV-14,TV Dramas,United States
2021-11-21,TV (English),Locke & Key,Locke & Key: Season 2,12340000,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States"
2021-11-21,TV (English),Big Mouth,Big Mouth: Season 5,11410000,TV-MA,TV Comedies,United States
2021-11-21,TV (Non-English),Hellbound,Hellbound: Season 1,43480000,TV-MA,Crime TV Shows,South Korea
2021-11-21,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,38640000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-11-21,TV (Non-English),Squid Game,Squid Game: Season 1,30410000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-11-21,TV (Non-English),The King's Affection,The King's Affection: Season 1,15640000,PG-13,Romantic TV Show,South Korea
2021-11-21,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,13180000,PG,Romantic TV Shows,Brazil
2021-11-21,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,13150000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-11-21,TV (Non-English),Christmas Flow,Christmas Flow: Season 1,9720000,,,
2021-11-21,TV (Non-English),Love Never Lies,Love Never Lies: Season 1,8370000,TV-PG,Reality TV,Spain
2021-11-21,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7800000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-11-14,Films (English),Red Notice,N/A,148720000,PG-13,"Comedies, Action & Adventure",United States
2021-11-14,Films (English),Love Hard,N/A,58560000,TV-MA,Romantic Comedies,United States
2021-11-14,Films (English),The Harder They Fall,N/A,33060000,TV-MA,Action & Adventure,United States
2021-11-14,Films (English),Army of Thieves,N/A,20560000,TV-MA,"Comedies, Crime Movies",Germany
2021-11-14,Films (English),Father Christmas Is Back,N/A,13780000,,,
2021-11-14,Films (English),211,N/A,7900000,,,
2021-11-14,Films (English),Army of the Dead,N/A,7620000,R,"Action & Adventure, Horror Movies",United States
2021-11-14,Films (English),Passing,N/A,7490000,,,
2021-11-14,Films (English),Transformers: The Last Knight,N/A,6920000,,,
2021-11-14,Films (English),Jumanji: The Next Level,N/A,6760000,,,
2021-11-14,Films (Non-English),Yara,N/A,17950000,,,
2021-11-14,Films (Non-English),7 Prisoners,N/A,9690000,,,
2021-11-14,Films (Non-English),The Claus Family,N/A,4440000,,,
2021-11-14,Films (Non-English),Meenakshi Sundareshwar,N/A,4410000,,,
2021-11-14,Films (Non-English),The Forgotten Battle,N/A,2630000,,,
2021-11-14,Films (Non-English),Stuck Together,N/A,2610000,,,
2021-11-14,Films (Non-English),Lords of Scam,N/A,2120000,,,
2021-11-14,Films (Non-English),Fierce,N/A,1800000,TV-MA,"Comedies, Dramas, International Movies",Poland
2021-11-14,Films (Non-English),Der Fall Collini,N/A,1590000,,,
2021-11-14,Films (Non-English),Doctor (Tamil),N/A,1430000,,,
2021-11-14,TV (English),Narcos: Mexico,Narcos: Mexico: Season 3,50290000,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas","Mexico, United States"
2021-11-14,TV (English),Arcane,Arcane: Season 1,34170000,TV-14,Action & Adventure,United States
2021-11-14,TV (English),You,You: Season 3,33720000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-11-14,TV (English),Maid,Maid: Limited Series,29480000,TV-PG,Drama,United States
2021-11-14,TV (English),Big Mouth,Big Mouth: Season 5,25390000,TV-MA,TV Comedies,United States
2021-11-14,TV (English),Dynasty,Dynasty: Season 4,21020000,TV-14,TV Dramas,United States
2021-11-14,TV (English),Locke & Key,Locke & Key: Season 2,18770000,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States"
2021-11-14,TV (Non-English),Squid Game,Squid Game: Season 1,42790000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-11-14,TV (Non-English),The King's Affection,The King's Affection: Season 1,14120000,PG-13,Romantic TV Show,South Korea
2021-11-14,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,13820000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-11-14,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,13660000,PG,Romantic TV Shows,Brazil
2021-11-14,TV (Non-English),My Name,My Name: Season 1,10820000,TV-PG,Crime TV Shows,South Korea
2021-11-14,TV (Non-English),Where is Marta?,Where is Marta?: Limited Series,8640000,TV-MA,"Documentaries, Crime TV Shows, True Crime",Spain
2021-11-14,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,8490000,TV-PG,Drama,Mexico
2021-11-14,TV (Non-English),The Club,The Club: Part 1,7860000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico
2021-11-14,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7650000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-11-14,TV (Non-English),Demon Slayer: Kimetsu no Yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",6060000,TV-14,"Anime Series, International TV Shows",Japan
2021-11-07,Films (English),Army of Thieves,N/A,71610000,TV-MA,"Comedies, Crime Movies",Germany
2021-11-07,Films (English),The Harder They Fall,N/A,64760000,TV-MA,Action & Adventure,United States
2021-11-07,Films (English),Love Hard,N/A,40530000,TV-MA,Romantic Comedies,United States
2021-11-07,Films (English),Army of the Dead,N/A,16910000,R,"Action & Adventure, Horror Movies",United States
2021-11-07,Films (English),Transformers: The Last Knight,N/A,13180000,,,
2021-11-07,Films (English),21 Jump Street,N/A,11690000,,,
2021-11-07,Films (English),Hypnotic,N/A,11140000,,,
2021-11-07,Films (English),The Girl in the Spider's Web,N/A,6580000,,,
2021-11-07,Films (English),Amina,N/A,6110000,,,
2021-11-07,Films (English),Just Go With It,N/A,5740000,,,
2021-11-07,Films (Non-English),Yara,N/A,11610000,,,
2021-11-07,Films (Non-English),The Claus Family,N/A,6760000,,,
2021-11-07,Films (Non-English),Stuck Together,N/A,5780000,,,
2021-11-07,Films (Non-English),The Forgotten Battle,N/A,3860000,,,
2021-11-07,Films (Non-English),Der Fall Collini,N/A,3230000,,,
2021-11-07,Films (Non-English),Meenakshi Sundareshwar,N/A,2820000,,,
2021-11-07,Films (Non-English),Nobody Sleeps in the Woods Tonight 2,N/A,2660000,,,
2021-11-07,Films (Non-English),Monk Comes Down the Mountain,N/A,1590000,,,
2021-11-07,Films (Non-English),The Trip,N/A,1540000,,,
2021-11-07,Films (Non-English),Doctor (Tamil),N/A,1530000,,,
2021-11-07,TV (English),You,You: Season 3,52590000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-11-07,TV (English),Maid,Maid: Limited Series,41290000,TV-PG,Drama,United States
2021-11-07,TV (English),Locke & Key,Locke & Key: Season 2,32250000,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States"
2021-11-07,TV (English),Dynasty,Dynasty: Season 4,32050000,TV-14,TV Dramas,United States
2021-11-07,TV (English),Narcos: Mexico,Narcos: Mexico: Season 3,28150000,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas","Mexico, United States"
2021-11-07,TV (English),Maya and the Three,Maya and the Three: Limited Series,21470000,G,Children & Family,Mexico
2021-11-07,TV (English),Big Mouth,Big Mouth: Season 5,19570000,TV-MA,TV Comedies,United States
2021-11-07,TV (Non-English),Squid Game,Squid Game: Season 1,65000000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-11-07,TV (Non-English),My Name,My Name: Season 1,18430000,TV-PG,Crime TV Shows,South Korea
2021-11-07,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,16010000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-11-07,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,14090000,PG,Romantic TV Shows,Brazil
2021-11-07,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,13000000,TV-PG,Drama,Mexico
2021-11-07,TV (Non-English),The King's Affection,The King's Affection: Season 1,11990000,PG-13,Romantic TV Show,South Korea
2021-11-07,TV (Non-English),Sintonia,Sintonia: Season 2,11010000,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Brazil
2021-11-07,TV (Non-English),Luis Miguel - The Series,Luis Miguel - The Series: Season 3,9720000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico
2021-11-07,TV (Non-English),Demon Slayer: Kimetsu no Yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",7940000,TV-14,"Anime Series, International TV Shows",Japan
2021-11-07,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7710000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-10-31,Films (English),Army of Thieves,N/A,49640000,TV-MA,"Comedies, Crime Movies",Germany
2021-10-31,Films (English),Hypnotic,N/A,24620000,,,
2021-10-31,Films (English),Night Teeth,N/A,17010000,,,
2021-10-31,Films (English),Final Score,N/A,9840000,,,
2021-10-31,Films (English),King Arthur: Legend of the Sword,N/A,9150000,,,
2021-10-31,Films (English),Only Mine,N/A,6670000,TV-14,Thrillers,United States
2021-10-31,Films (English),Army of the Dead,N/A,5780000,R,"Action & Adventure, Horror Movies",United States
2021-10-31,Films (English),Bloodshot,N/A,5600000,,,
2021-10-31,Films (English),A Dog's Journey,N/A,5350000,,,
2021-10-31,Films (English),Venom,N/A,4190000,TV-MA,Sci-Fi & Fantasy,United States
2021-10-31,Films (Non-English),Stuck Together,N/A,12000000,,,
2021-10-31,Films (Non-English),The Forgotten Battle,N/A,8410000,,,
2021-10-31,Films (Non-English),Nobody Sleeps in the Woods Tonight 2,N/A,6560000,,,
2021-10-31,Films (Non-English),In for a Murder,N/A,4790000,,,
2021-10-31,Films (Non-English),The Trip,N/A,3310000,,,
2021-10-31,Films (Non-English),Nobody Sleeps in the Woods Tonight,N/A,1900000,TV-MA,"Horror Movies, International Movies",Poland
2021-10-31,Films (Non-English),Friendzone,N/A,1410000,,,
2021-10-31,Films (Non-English),The Four of Us,N/A,1190000,,,
2021-10-31,Films (Non-English),Budapest,N/A,1170000,TV-MA,"Comedies, International Movies","France, Belgium"
2021-10-31,Films (Non-English),Grudge,N/A,1110000,,,
2021-10-31,TV (English),You,You: Season 3,82790000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-10-31,TV (English),Maid,Maid: Limited Series,56700000,TV-PG,Drama,United States
2021-10-31,TV (English),Locke & Key,Locke & Key: Season 2,56490000,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States"
2021-10-31,TV (English),Dynasty,Dynasty: Season 4,47820000,TV-14,TV Dramas,United States
2021-10-31,TV (English),Maya and the Three,Maya and the Three: Limited Series,34000000,G,Children & Family,Mexico
2021-10-31,TV (English),Inside Job,Inside Job: Part 1,21240000,TV-PG,"Comedies, Adult animation",United States
2021-10-31,TV (English),CoComelon,CoComelon: Season 4,13710000,TV-Y,Kids' TV,United States
2021-10-31,TV (Non-English),Squid Game,Squid Game: Season 1,90100000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-10-31,TV (Non-English),My Name,My Name: Season 1,38580000,TV-PG,Crime TV Shows,South Korea
2021-10-31,TV (Non-English),Sintonia,Sintonia: Season 2,25890000,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Brazil
2021-10-31,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,19410000,TV-PG,Drama,Mexico
2021-10-31,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,18290000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-10-31,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,14070000,PG,Romantic TV Shows,Brazil
2021-10-31,TV (Non-English),Luis Miguel - The Series,Luis Miguel - The Series: Season 3,9990000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico
2021-10-31,TV (Non-English),The King's Affection,The King's Affection: Season 1,9740000,PG-13,Romantic TV Show,South Korea
2021-10-31,TV (Non-English),Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,9130000,,,
2021-10-31,TV (Non-English),The Chestnut Man,The Chestnut Man: Season 1,8910000,TV-PG,Crime TV Show,Denmark
2021-10-24,Films (English),Night Teeth,N/A,31870000,,,
2021-10-24,Films (English),Venom,N/A,7900000,TV-MA,Sci-Fi & Fantasy,United States
2021-10-24,Films (English),What Happens in Vegas,N/A,7380000,,,
2021-10-24,Films (English),A Dog's Journey,N/A,5780000,,,
2021-10-24,Films (English),My Little Pony: A New Generation,N/A,5570000,PG,Children & Family Movies,United States
2021-10-24,Films (English),Unfaithful,N/A,5350000,,,
2021-10-24,Films (English),Going in Style,N/A,4520000,,,
2021-10-24,Films (English),The Guilty,N/A,4400000,TV-MA,Crime Movies,United States
2021-10-24,Films (English),Street Kings,N/A,3440000,,,
2021-10-24,Films (English),Hotel Transylvania 3: Summer Vacation,N/A,3430000,PG,"Children & Family Movies, Comedies",United States
2021-10-24,Films (Non-English),The Forgotten Battle,N/A,25800000,,,
2021-10-24,Films (Non-English),The Trip,N/A,11550000,,,
2021-10-24,Films (Non-English),Stuck Together,N/A,9000000,,,
2021-10-24,Films (Non-English),In for a Murder,N/A,6520000,,,
2021-10-24,Films (Non-English),The Four of Us,N/A,4140000,,,
2021-10-24,Films (Non-English),"My Brother, My Sister",N/A,2680000,,,
2021-10-24,Films (Non-English),Grudge,N/A,2240000,,,
2021-10-24,Films (Non-English),Friendzone,N/A,1910000,,,
2021-10-24,Films (Non-English),Confessions of an Invisible Girl,N/A,1400000,TV-PG,"Children & Family Movies, Comedies",United States
2021-10-24,Films (Non-English),Beauty and the Beast,N/A,1150000,,,
2021-10-24,TV (English),You,You: Season 3,179000000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-10-24,TV (English),Maid,Maid: Limited Series,79040000,TV-PG,Drama,United States
2021-10-24,TV (English),Locke & Key,Locke & Key: Season 2,35530000,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","Canada, United States"
2021-10-24,TV (English),Dynasty,Dynasty: Season 4,19970000,TV-14,TV Dramas,United States
2021-10-24,TV (English),Sex Education,Sex Education: Season 3,18380000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-10-24,TV (English),CoComelon,CoComelon: Season 4,15930000,TV-Y,Kids' TV,United States
2021-10-24,TV (English),Another Life,Another Life: Season 2,15760000,TV-MA,"British TV Shows, International TV Shows, TV Action & Adventure",United States
2021-10-24,TV (Non-English),Squid Game,Squid Game: Season 1,147560000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-10-24,TV (Non-English),My Name,My Name: Season 1,84530000,TV-PG,Crime TV Shows,South Korea
2021-10-24,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,34600000,TV-PG,Drama,Mexico
2021-10-24,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,31840000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-10-24,TV (Non-English),Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,16290000,,,
2021-10-24,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,13930000,PG,Romantic TV Shows,Brazil
2021-10-24,TV (Non-English),The Chestnut Man,The Chestnut Man: Season 1,12900000,TV-PG,Crime TV Show,Denmark
2021-10-24,TV (Non-English),Alice in Borderland,Alice in Borderland: Season 1,8700000,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",Japan
2021-10-24,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7710000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-10-24,TV (Non-English),The King's Affection,The King's Affection: Season 1,6950000,PG-13,Romantic TV Show,South Korea
2021-10-17,Films (English),Venom,N/A,20410000,TV-MA,Sci-Fi & Fantasy,United States
2021-10-17,Films (English),The Guilty,N/A,12590000,TV-MA,Crime Movies,United States
2021-10-17,Films (English),Security,N/A,9470000,TV-MA,"Dramas, International Movies, Thrillers",Italy
2021-10-17,Films (English),My Little Pony: A New Generation,N/A,8220000,PG,Children & Family Movies,United States
2021-10-17,Films (English),There's Someone Inside Your House,N/A,7380000,,,
2021-10-17,Films (English),Pokémon the Movie: Secrets of the Jungle,N/A,7300000,,,
2021-10-17,Films (English),Redemption,N/A,5800000,TV-MA,"Dramas, International Movies, Thrillers",Mozambique
2021-10-17,Films (English),Titanic,N/A,5000000,,,
2021-10-17,Films (English),Going in Style,N/A,4950000,,,
2021-10-17,Films (English),Knight and Day,N/A,4770000,,,
2021-10-17,Films (Non-English),The Forgotten Battle,N/A,21460000,,,
2021-10-17,Films (Non-English),"My Brother, My Sister",N/A,7360000,,,
2021-10-17,Films (Non-English),Grudge,N/A,6060000,,,
2021-10-17,Films (Non-English),Fever Dream,N/A,6030000,,,
2021-10-17,Films (Non-English),The Trip,N/A,3390000,,,
2021-10-17,Films (Non-English),Friendzone,N/A,3340000,,,
2021-10-17,Films (Non-English),Confessions of an Invisible Girl,N/A,2120000,TV-PG,"Children & Family Movies, Comedies",United States
2021-10-17,Films (Non-English),Anything for a Pop Star,N/A,1870000,,,
2021-10-17,Films (Non-English),Violet Evergarden the Movie,N/A,1800000,,,
2021-10-17,Films (Non-English),Beauty and the Beast,N/A,1800000,,,
2021-10-17,TV (English),You,You: Season 3,133120000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-10-17,TV (English),Maid,Maid: Limited Series,129280000,TV-PG,Drama,United States
2021-10-17,TV (English),Sex Education,Sex Education: Season 3,28190000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-10-17,TV (English),Shameless (U.S.),Shameless (U.S.): Season 11,23530000,TV-MA,"TV Comedies, TV Dramas",United States
2021-10-17,TV (English),Midnight Mass,Midnight Mass: Limited Series,20940000,TV-MA,"TV Dramas, TV Horror, TV Mysteries",United States
2021-10-17,TV (English),A Tale Dark & Grimm,A Tale Dark & Grimm: Season 1,18730000,,,
2021-10-17,TV (English),On My Block,On My Block: Season 4,17360000,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2021-10-17,TV (English),The Baby-Sitters Club,The Baby-Sitters Club: Season 2,17030000,TV-G,"Kids' TV, TV Dramas",United States
2021-10-17,TV (English),Grey's Anatomy,Grey's Anatomy: Season 17,15990000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-10-17,TV (Non-English),Squid Game,Squid Game: Season 1,258840000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-10-17,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,62890000,TV-PG,Drama,Mexico
2021-10-17,TV (Non-English),My Name,My Name: Season 1,41780000,TV-PG,Crime TV Shows,South Korea
2021-10-17,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,37740000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-10-17,TV (Non-English),The Chestnut Man,The Chestnut Man: Season 1,20720000,TV-PG,Crime TV Show,Denmark
2021-10-17,TV (Non-English),Alice in Borderland,Alice in Borderland: Season 1,16310000,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",Japan
2021-10-17,TV (Non-English),Love Is Blind: Brazil,Love Is Blind: Brazil: Season 1,13770000,,,
2021-10-17,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,12760000,PG,Romantic TV Shows,Brazil
2021-10-17,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",10080000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-10-17,TV (Non-English),House of Secrets: The Burari Deaths,House of Secrets: The Burari Deaths: Limited Series,9220000,,,
2021-10-10,Films (English),The Guilty,N/A,42280000,TV-MA,Crime Movies,United States
2021-10-10,Films (English),There's Someone Inside Your House,N/A,20480000,,,
2021-10-10,Films (English),Venom,N/A,13920000,TV-MA,Sci-Fi & Fantasy,United States
2021-10-10,Films (English),My Little Pony: A New Generation,N/A,13370000,PG,Children & Family Movies,United States
2021-10-10,Films (English),Titanic,N/A,10270000,,,
2021-10-10,Films (English),Ride Along 2,N/A,8030000,,,
2021-10-10,Films (English),Heat,N/A,7650000,,,
2021-10-10,Films (English),Pokémon the Movie: Secrets of the Jungle,N/A,7520000,,,
2021-10-10,Films (English),Mr. & Mrs. Smith,N/A,7180000,,,
2021-10-10,Films (English),Security,N/A,6830000,TV-MA,"Dramas, International Movies, Thrillers",Italy
2021-10-10,Films (Non-English),Friendzone,N/A,7210000,,,
2021-10-10,Films (Non-English),The Seven Deadly Sins: Cursed by Light,N/A,4070000,,,
2021-10-10,Films (Non-English),Sounds Like Love,N/A,3600000,,,
2021-10-10,Films (Non-English),Confessions of an Invisible Girl,N/A,2730000,TV-PG,"Children & Family Movies, Comedies",United States
2021-10-10,Films (Non-English),Forever Rich,N/A,2540000,,,
2021-10-10,Films (Non-English),Thalaivii,N/A,2110000,,,
2021-10-10,Films (Non-English),Grudge,N/A,1940000,,,
2021-10-10,Films (Non-English),Luccas Neto em: O Mapa do Tesouro 2,N/A,1830000,,,
2021-10-10,Films (Non-English),Beauty and the Beast,N/A,1790000,,,
2021-10-10,Films (Non-English),"My Brother, My Sister",N/A,1670000,,,
2021-10-10,TV (English),Maid,Maid: Limited Series,166520000,TV-PG,Drama,United States
